title,variant,price,imgUrl,link,l1,l2,inviteId,modelId,final_1688_link,price judge,update date,itemid,最大价格,tag,共有model数
豪华可调节手提包展示架 - 1 件装 - 玫瑰金、银色、黑色,金的,15.5,https://cf.shopee.com.br/file/br-11134207-7r98o-m3dulpil0o2j55,http://shopee.com.br/product/1287381506/22197755284,女包,包配件,IVCN2026082130308,209166018713,https://detail.1688.com/offer/580112150108.html?spm=a26352.b28411319.offerlist.6.47851e62QlqOS1&cosite=-&tracelog=p4p&_p_isad=1&clickid=5b50c882d3204ec088b1aec30e259d91&sessionid=9408f1beb4f9258dbd52771c4df9487b,P1,9月寻品,22197755284,17.05,高流量,1
女士大号PU皮革编织手提包 全手工编织腋下包,深棕色 2/咖啡,50,https://cf.shopee.ph/file/cn-11134207-7ras8-m67ww9kecgcb2c,http://shopee.ph/product/1077318965/22255241355,女包,手提包,IVCN202608315588,167869431984,https://detail.1688.com/offer/837410630046.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2154647417878155638527319e0f80&token=MFcQKiNIO1c6sPjWyymXfbnJuqVrxTjvo3U7IAoh1SEOib2Aq2qrPTJWzgLM04rQ,P1,9月寻品,22255241355,55,高流量,1
COD LJX Mpo 品质 Guess hobo 带 STARP,纯白色,23.94,https://cf.shopee.ph/file/ph-11134207-7r98p-lqd5d3051zrj5c,http://shopee.ph/product/24433497/22263627270,女包,斜挎包,IVCN2026082130310,240205775706,https://detail.1688.com/offer/681530906046.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P0,9月寻品,22263627270,23.94,高流量,7
新款LY N斜挎包，配有手柄和肩带，饰有品牌标志和金属吊牌。共有5种颜色可选。设计时尚。,柯利犬（A）黑色，仅含包。,37.46,https://cf.shopee.co.th/file/th-11134207-81ztn-mqzigzrxm6ma95,http://shopee.co.th/product/150321727/22264175581,女包,斜挎包,IVCN2026082130318,137874769989,https://detail.1688.com/offer/805474768687.html?spm=a26352.b28411319.offerlist.26.7e511e62xszyDM,P0,9月寻品,22264175581,37.46,高流量,2
Santa Lolla 米白色斜挎包，金色翻盖,米白色,35,https://cf.shopee.com.br/file/sg-11134201-824j1-mpijpgqj79qj56,http://shopee.com.br/product/399810144/22293526326,女包,斜挎包,IVCN2026082413248,159542434950,https://detail.1688.com/offer/1051978908429.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i22&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P0,9月寻品,22293526326,38.5,高流量,1
一套15个磁性卡套，适用于各种扑克牌,一套15个磁性卡套，适用于各种扑克牌,20.7,https://cf.shopee.com.br/file/br-11134207-7r98o-m3ni2l6ywafvc5,http://shopee.com.br/product/527328356/22293590425,女包,钱包,IVCN2026082130321,169713236993,https://detail.1688.com/offer/716952259678.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P0,9月寻品,22293590425,22.77,高流量,1
一套10个原棉环保袋，尺寸为28x35x15厘米，带提手,一套10个原棉环保袋，尺寸为28x35x15厘米，带提手,47.68,https://cf.shopee.com.br/file/br-11134207-7r98o-maofzyuiaowf34,http://shopee.com.br/product/1555985485/22294090670,女包,手提包,IVCN2026072112950,199175797255,https://detail.1688.com/offer/901466162147.html?kj_agent_plugin=aliprice&fromkv=xytTrace:212b9de517639757249196275e16a9&token=e7BbmoX3WiBWm1fGXmYqmeZQNe73T4nNJYzhiljzGgjOsA89G0g9pxY0vNZSsJt2,P1,9月寻品,22294090670,47.68,高流量,1
Chenson 原创女士手提包、斜挎包、单肩包，休闲百搭，日常实用，防水，超细纤维材质，礼品装,所以,25.25,https://cf.shopee.com.br/file/br-11134207-81z1k-me04vrpi5yiqa7,http://shopee.com.br/product/1155766057/22294379395,女包,斜挎包,IVCN2026082413250,238790991321,https://detail.1688.com/offer/1067000893753.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=ae0954ca66b44ce780b958351d0d084e&sessionid=2a7a3473e49c4937b446a4e28eead849,P0,9月寻品,22294379395,25.25,高流量,1
带端盖的包带（绳子），35 厘米（每包 1000 个）,黑色，黑色,30,https://cf.shopee.com.br/file/br-11134207-820m8-mqhnk3iqfdhc4b,http://shopee.com.br/product/1063307404/22296753318,女包,包配件,IVCN2026082130082,209585623009,https://detail.1688.com/offer/820159551678.html?spm=a26352.b28411319/2508.0.0,P1,9月寻品,22296753318,33,高流量,2
Veryrio 原创女士奢华高级手提包，配有顶部和斜挎肩带。,黑色（Veryrio）,19.99,https://cf.shopee.com.br/file/br-11134207-7r98o-m1zxx35cb0ep9f,http://shopee.com.br/product/996749970/22297560831,女包,斜挎包,IVCN2026082413252,129647457555,https://detail.1688.com/offer/886729294864.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0bb405a417736482685546012e110b&token=irBiwycLn39fI56F1N%2FuJWdTlA9mRiuHFQIKXxxDxASaqo6pQQG4sZAn6tBG%2FPt7,P0,9月寻品,22297560831,21.99,高流量,1
Moncci 女士大号购物袋，适合上大学、去教堂、上班等场合，优雅的拉链单肩包，可作钱包、洗漱包使用。,所以,43,https://cf.shopee.com.br/file/br-11134207-7r98o-m053y42n7rgdeb,http://shopee.com.br/product/429829721/22297664075,女包,手提包,IVCN202609022006,149541324991,https://detail.1688.com/offer/717344002315.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,9月寻品,22297664075,47.3,高流量,1
EWA 金属丝花边 | 100% 涤纶边饰 - 1.30 米 | 红色带金色,EWA 金属丝花边 | 100% 涤纶边饰 - 1.30 米 | 红色带金色,14,https://cf.shopee.com.br/file/sg-11134201-7rdyl-mdqd146wj0id0b,http://shopee.com.br/product/820613271/22298492732,女包,包配件,IVCN202608315590,159546131263,https://detail.1688.com/offer/876562610083.html?kj_agent_plugin=aliprice&fromkv=xytTrace:212b5ecd17878174398375487e0e59&token=ollTUlaZ8RRcUvsCgj%2BLo3rg0kbIOEtZ5GkpCKaSkDXogHjewdols1jy00MvlehH,P1,9月寻品,22298492732,15.4,高流量,1
用于结构制作的面料，用于制作包袋的雪尼尔针织物,白色，4个,10.8,https://cf.shopee.com.br/file/sg-11134201-8260u-mlf39zl10oaw0d,http://shopee.com.br/product/1462752542/22299387212,女包,包配件,IVCN202608315592,169416724094,https://detail.1688.com/offer/778667072578.html?kj_agent_plugin=aliprice&fromkv=xytTrace:21080f7717878174509117479e0d1b&token=6uddXlk9yMFiS%2F3OJ0fpQ6XPiEUz0qmcyZYVqOw0VxMLSWkaZKrkI9YkzbHvIy49,P1,9月寻品,22299387212,11.88,高流量,3
Doledo 现货猫咪硅胶袋 招财猫 招财猫耳机袋 口红袋 收纳袋 零钱包 饰品袋,招财猫头黑色,2.01,https://cf.shopee.ph/file/sg-11134201-23030-vwqe8we6peov33,http://shopee.ph/product/363092873/22330377197,女包,钱包,IVCN2026082413254,107992408306,https://detail.1688.com/offer/985255665998.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i4&source=action%23offerItem%3Borigin%23cf.shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,P0,9月寻品,22330377197,2.01,高流量,1
Mikana Pastel Dream Hisako 女士皮革斜挎包迷你手提包，送给她的礼物,Hisako 卡其灰 - S,26.5,https://cf.shopee.ph/file/ph-11134207-7rase-m4y7wbguedqy75,http://shopee.ph/product/174295355/22356285205,女包,斜挎包,IVCN2026082810009,300619208329,https://detail.1688.com/offer/674450781594.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,P0,9月寻品,22356285205,27.76,高流量,1
拉链头 #5 波浪纹，古金色，50 个装,拉链头 #5 波浪纹，古金色，50 个装,23,https://cf.shopee.com.br/file/br-11134207-7r98o-lxj39lwoqi7z4c,http://shopee.com.br/product/510682986/22393140811,女包,包配件,IVCN202608315596,189596700551,https://detail.1688.com/offer/1003525089430.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2154647417878177975036389e0e0f&token=VzZUW1ZTNDJ1tu9RaNZrbXytmq%2BOd4HjOuYYKnMXNClzDbB3Qr6skLPabWYMNi4f,P1,9月寻品,22393140811,25.3,高流量,1
20毫米 Tik Tac 包扣，10 个装,金的,4.6,https://cf.shopee.com.br/file/br-11134207-820me-mlmjbm02q68782,http://shopee.com.br/product/567269766/22393166386,女包,包配件,IVCN2026062323944,239427527016,https://detail.1688.com/offer/856475182209.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2146938717736495121322251e114c&token=KEWi8bGojCxweD4uxT8DLYFjII%2F3uTzS44MFzRoDXWNisWvIeoaZxA2INFvchjcX,P1,9月寻品,22393166386,5.06,高流量,1
2.5 孔眼包链，5 米和 10 米长，铝制，金色、银色和玛瑙色。,金色，10米,34.65,https://cf.shopee.com.br/file/br-11134201-820lm-mqxr0sdkejuvca,http://shopee.com.br/product/1159674625/22393624179,女包,包配件,IVCN202606302127,129653008679,https://detail.1688.com/offer/645639396682.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i13&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P1,9月寻品,22393624179,34.65,高流量,1
女士斜挎包，绗缝细节，金色链条肩带，超大号,黑/金,45.31,https://cf.shopee.com.br/file/br-11134207-7r98o-mdgebxtbypjlcc,http://shopee.com.br/product/303930324/22394214157,女包,斜挎包,IVCN2026082130323,238791317844,https://detail.1688.com/offer/954203258582.html?spm=a26352.b28411319.offerlist.14.d56c1e62t3y0fl,P0,9月寻品,22394214157,45.31,高流量,2
金色孔雀双肩包，配有两条宽敞的肩带，是上学、大学和孕期使用的理想之选。采用原装防水尼龙1210面料。,所以,51,https://cf.shopee.com.br/file/br-11134207-820m8-mrggkcfylgcl34,http://shopee.com.br/product/329242534/22394547699,女包,双肩包,IVCN2026082412969,238793885683,https://detail.1688.com/offer/613838666772.html?spm=a26352.b28411319.offerlist.11.e3d51e62LvByO1,P0,9月寻品,22394547699,51,高流量,5
男士斜挎包，带USB接口、防盗功能和密码锁 - 2296-1 Yobel,所以,15.62,https://cf.shopee.com.br/file/sg-11134201-7rdvd-m1h47iqi5u9ic2,http://shopee.com.br/product/400262096/22397975926,女包,包配件,IVCN2026082130326,119866261315,https://detail.1688.com/offer/858439298886.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P1,9月寻品,22397975926,15.62,高流量,1
金属质感青少年背包 - 背包 + 午餐盒 + 铅笔盒套装 - 返校季,玫瑰金属色,98.67,https://cf.shopee.com.br/file/br-11134207-820li-mqtguw4i6hhd2a,http://shopee.com.br/product/1182687302/22398873331,女包,双肩包,IVCN2026082413256,219617802359,"https://detail.1688.com/offer/1056502637987.html?spm=a26352.b28411319/2508.0.0
https://detail.1688.com/offer/1072654815667.html?spm=a26352.b28411319/2508.0.0",P0,9月寻品,22398873331,98.67,高流量,1
简单明了的DVL Perenne,DVL 黑,32.07,https://cf.shopee.ph/file/ph-11134207-820la-mo3qhgcpis5cc5,http://shopee.ph/product/739458822/22486548339,女包,斜挎包,IVCN2026082130328,184754520189,https://detail.1688.com/offer/975292883826.html?spm=a26352.b28411319/2508.0.0,P0,9月寻品,22486548339,32.07,高流量,1
扁平航海绳手柄，适用于包袋、钩针包,拉米,5.2,https://cf.shopee.com.br/file/br-11134207-7r98o-m324t0q1dbf7dd,http://shopee.com.br/product/1036660936/22493561685,女包,包配件,IVCN202608315598,189601340717,https://detail.1688.com/offer/1058119390040.html?kj_agent_plugin=aliprice&fromkv=xytTrace:21080f7717878175180086089e0cb8&token=%2FjYiKVrSNfc1q%2B4uxe6FiR0V7Uu6qk%2BtigX5ist6jbmiP9bkS9nGmsczAyEL5xFl,P1,9月寻品,22493561685,5.72,高流量,1
钩针编织包袋框架网布，5毫米毛线孔 - 雪尼尔针织套装，5件装,钩针编织包袋框架网布，5毫米毛线孔 - 雪尼尔针织套装，5件装,5.2,https://cf.shopee.com.br/file/br-11134207-81z1k-meean5y1260za4,http://shopee.com.br/product/1304306475/22494401629,女包,包配件,IVCN202608315600,139835610900,https://detail.1688.com/offer/740772271849.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0b52090217878175407643536e0e57&token=ej51Q846ljn85YTn2VBNPVNdN3IXP%2F4PUiAyMDzZ6pbbv%2BB%2FGBgpFdV8E8VIKlhJ,P1,9月寻品,22494401629,5.72,高流量,1
20个环保手提袋套装（30x35厘米），带个性化logo转印贴纸（14x20厘米），适用于企业礼品,20个环保手提袋套装（30x35厘米），带个性化logo转印贴纸（14x20厘米），适用于企业礼品,81,https://cf.shopee.com.br/file/br-11134207-7r98o-lwonttlacyaa46,http://shopee.com.br/product/400974914/22497600387,女包,手提包,IVCN2026072112957,209163668687,https://detail.1688.com/offer/852667537843.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i9&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P1,9月寻品,22497600387,89.1,高流量,1
一套10个男士钱包，纽扣式，可供转售。,所以,30,https://cf.shopee.com.br/file/br-11134207-7r98o-m22ymszx6go480,http://shopee.com.br/product/1390009687/22497999382,女包,钱包,IVCN2026082130007,119866343093,https://detail.1688.com/offer/983210899143.html?spm=a26352.b28411319/2508.0.0,P0,9月寻品,22497999382,33,高流量,2
奶奶包专用管状金属扣带,20厘米,4.32,https://cf.shopee.com.br/file/br-11134207-820ll-mog0w1whkqgz6d,http://shopee.com.br/product/558113889/22498792959,女包,包配件,IVCN2026082130330,209177949814,https://detail.1688.com/offer/765407409480.html?spm=a26352.b28411319.offerlist.16.5d211e629ANYuk,P1,9月寻品,22498792959,4.32,高流量,1
Zenka商务公文包优雅精致，可容纳14英寸笔记本电脑_ZKC01,棕色的,26.5,https://cf.shopee.vn/file/vn-11134207-7ra0g-m94ne86hvkoedd,http://shopee.vn/product/77257202/22529123125,女包,电脑包,IVCN2026082130332,231129942823,https://detail.1688.com/offer/926899637008.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,P1,9月寻品,22529123125,29.15,高流量,1
Carryme 👛 全新升级的“面包”款包包 💗 柔软蓬松的布料肩包，带拉链、内袋和侧袋，可装下 iPad。,苏打图案面包 + 新,24,https://cf.shopee.co.th/file/th-11134207-81ztn-mleyagqfvh8v74,http://shopee.co.th/product/281386992/22578701720,女包,斜挎包,IVCN2026082412975,355549699914,https://detail.1688.com/offer/1054858759738.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i16&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P0,9月寻品,22578701720,26.4,高流量,3
MOSSDOOM Clara 包：一款适合所有年龄段的单肩包，一款时尚的女士手提包。,黑色的,26.3,https://cf.shopee.co.th/file/th-11134207-7rasb-m1pg75utaj1zbc,http://shopee.co.th/product/1092789388/22583701256,女包,斜挎包,IVCN2026082413258,235745761240,https://detail.1688.com/offer/921274332554.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i12&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P0,9月寻品,22583701256,26.3,高流量,1
12 个帆布手提袋（底部可扩展）,12x14x3英寸，带拉链（12个袋子）,12.24,https://cf.shopee.co.th/file/th-11134207-7r98v-lofk7l0n93twae,http://shopee.co.th/product/238140530/22586982417,女包,托特包,IVCN202607270853,255045703767,https://detail.1688.com/offer/563118459387.html?spm=a26352.b28411319.offerlist.31.45cd1e62FayEo2&cosite=-&tracelog=p4p&_p_isad=1&clickid=4ec7693adf14411a91d9b260f1a9544a&sessionid=42501b0532868206ed95bfa8dca9b9e5,P0,9月寻品,22586982417,13.46,高流量,4
CLN Analey 原装钱包,黑色压纹,39.75,https://cf.shopee.ph/file/ph-11134207-7r98q-lt010vvs6gvp40,http://shopee.ph/product/92925996/22588312584,女包,钱包,IVCN2026082130334,99822828816,https://detail.1688.com/offer/922087650614.html?spm=a26352.b28411319/2508.0.0,P0,9月寻品,22588312584,39.75,高流量,1
一套4个手柄（2对），适用于柚木圆形包袋、篮子、桌领，G号,一套4个手柄（2对），适用于柚木圆形包袋、篮子、桌领，G号,17.12,https://cf.shopee.com.br/file/sg-11134201-7ratr-ma1u225ino6k24,http://shopee.com.br/product/1520911431/22594026381,女包,包配件,IVCN2026082130336,169406014311,https://detail.1688.com/offer/761925749829.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i6&source=action%23offerItem%3Borigin%23down-br.img.susercontent.com&amug_biz=oneself&amug_fl_src=awakeId_982,P1,9月寻品,22594026381,18.83,高流量,1
20个钱包 + 20条皮带 - 男士批发促销,20个钱包 + 20条皮带 - 男士批发促销,208,https://cf.shopee.com.br/file/sg-11134201-7rdws-mck11if3cu3221,http://shopee.com.br/product/312699175/22594256962,女包,钱包,IVCN2026082413260,229425522838,"https://detail.1688.com/offer/994456568502.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i4&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982

https://detail.1688.com/offer/1026503343515.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982",P0,9月寻品,22594256962,223.5,高流量,1
女士二合一保温包，可装15.6英寸笔记本电脑和大容量午餐盒,所以,45.9,https://cf.shopee.com.br/file/br-11134207-820m1-mr0v2wgbmyo7ab,http://shopee.com.br/product/518270617/22594338419,女包,托特包,IVCN2026082130056,209610881939,https://detail.1688.com/offer/971568329515.html?spm=a26352.b28411319.offerlist.21.723c1e62ixhARz,P0,9月寻品,22594338419,50.49,高流量,2
Luiza B 方形链条肩带包,焦糖,19.5,https://cf.shopee.com.br/file/br-11134207-81z1k-mh1ap8k3rhfr48,http://shopee.com.br/product/1537174406/22594695661,女包,斜挎包,IVCN202607022331,209182072114,https://detail.1688.com/offer/959106856675.html?spm=a26352.b28411319/2508.0.0,P0,9月寻品,22594695661,21.45,高流量,2
LaytonVivian L0036 女士单肩包，简约结构，适合工作和日常使用，长肩带,所以,21.34,https://cf.shopee.com.br/file/br-11134207-81ztc-mj1i64z6cqo32a,http://shopee.com.br/product/1643254171/22594773267,女包,手提包,IVCN2026082130338,109729374356,https://detail.1688.com/offer/1004946027123.html?spm=a26352.b28411319/2508.0.0,P1,9月寻品,22594773267,21.34,高流量,1
适用于 15.6 英寸笔记本电脑的防盗防水背包，带锁加固、USB 端口、耳机插孔、大容量、男女通用。,所以,22,https://cf.shopee.com.br/file/br-11134207-820l4-mmq8xswrltkwb3,http://shopee.com.br/product/321590181/22594829304,女包,双肩包,IVCN2026082130340,159789789072,https://detail.1688.com/offer/1043815590741.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=00390708d8db4fc49a77a0aa8f109160&sessionid=7d8685d5534e447ebe9b1df1eb667258,P0,9月寻品,22594829304,24.2,高流量,1
正在加载...,正在加载...,253.15,https://cf.shopee.com.br/file/sg-11134201-7reoa-m1pnm2iq4xc9f8,http://shopee.com.br/product/312699175/22597991051,女包,钱包,IVCN2026082413262,238774973171,"https://detail.1688.com/offer/994456568502.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i4&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982

https://detail.1688.com/offer/1026503343515.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982",P0,9月寻品,22597991051,253.15,高流量,1
Up4You Luxcel BU78768 青铜金属色运动背包,青铜,21.5,https://cf.shopee.com.br/file/sg-11134201-7ra0y-m4lzb0r5i1sy96,http://shopee.com.br/product/284445464/22598124050,女包,双肩包,IVCN2026082413264,129831577017,https://detail.1688.com/offer/1065217984906.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P0,9月寻品,22598124050,23.65,高流量,1
黑色中号手提包，带手柄,黑色中号手提包，带手柄,69,https://cf.shopee.com.br/file/sg-11134201-7rfhl-m9ef4tc80py1a2,http://shopee.com.br/product/1002664154/22598458065,女包,托特包,IVCN2026062321915,228784077767,https://detail.1688.com/offer/958264296007.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i42&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P0,9月寻品,22598458065,75.9,高流量,1
正在加载...,咖啡店,17.82,https://cf.shopee.com.br/file/br-11134207-7r98o-makw6nigyemn72,http://shopee.com.br/product/1545761787/22598567846,女包,双肩包,IVCN2026082413266,239433184107,https://detail.1688.com/offer/741154583775.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P0,9月寻品,22598567846,17.82,高流量,1
女士红色樱桃钥匙扣吊坠 | 手提包配饰,1 个红色钥匙扣,2.9,https://cf.shopee.com.br/file/br-11134207-820ls-mqdvqusv8pvn26,http://shopee.com.br/product/1188037571/22598747036,女包,包配件,IVCN202608315602,335542257401,https://detail.1688.com/offer/954523670418.html?kj_agent_plugin=aliprice&fromkv=xytTrace:212b5ecd17878186097037195e0e9c&token=Eob%2BipetOPHoNwNyzb2E8Zo5cTiKvV7xHWAQrUayZ3vy8bxLjWCzMEB%2F3Z13hhZX,P1,9月寻品,22598747036,2.9,高流量,1
经典超大号中号刺绣绗缝包 – 精致风格,所以,38,https://cf.shopee.com.br/file/br-11134207-81z1k-mgu5hauu5p1c3b,http://shopee.com.br/product/1598252116/22598787818,女包,手提包,IVCN2026072113173,169407938613,https://detail.1688.com/offer/1045394007563.html?spm=a26352.b28411319/2508.0.0,P1,9月寻品,22598787818,41.8,高流量,2
正在加载...,黑色迷你,36.79,https://cf.shopee.vn/file/vn-11134207-81ztc-mo8dwfuucnid99,http://shopee.vn/product/229295798/22641454210,女包,双肩包,IVCN2026082413268,415921129535,https://detail.1688.com/offer/1034783768255.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P0,9月寻品,22641454210,36.79,高流量,1
可容纳15.6英寸笔记本电脑的乌龟造型书包（乌龟背包）,黑色（新款表带）,58.45,https://cf.shopee.vn/file/vn-11134207-7qukw-ljxq4g0t131w86,http://shopee.vn/product/229295798/22650105652,女包,电脑包,IVCN2026082413270,336172148560,https://detail.1688.com/offer/636654187586.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i4&source=action%23offerItem%3Borigin%23cf.shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,P1,9月寻品,22650105652,58.45,高流量,1
AKBAY NABI ZEA（三用包）,黑色的,12.3,https://cf.shopee.ph/file/ph-11134207-7r98u-lm77p59hgu0hdb,http://shopee.ph/product/813621034/22655023763,女包,斜挎包,IVCN2026082413272,295460367632,https://detail.1688.com/offer/840034387333.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i3&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,P0,9月寻品,22655023763,13.53,高流量,2
50个环保可持续包装袋套装，尺寸30x30厘米，丝网印刷，单色，尺寸20x28厘米，可个性化定制，适用于婚礼、花卉艺术等场合。,50个环保可持续包装袋套装，尺寸30x30厘米，丝网印刷，单色，尺寸20x28厘米，可个性化定制，适用于婚礼、花卉艺术等场合。,125,https://cf.shopee.com.br/file/br-11134207-7r98o-lwwx9in7erg633,http://shopee.com.br/product/475544653/22693108544,女包,斜挎包,IVCN2026082130342,229405620605,https://detail.1688.com/offer/692849688525.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i5&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P0,9月寻品,22693108544,137.5,高流量,1
40件套铰接式环形登山扣套装，适用于钩编包袋和一般工艺品制作,银色，30毫米/40片,19.6,https://cf.shopee.com.br/file/br-11134207-820m0-mmt1fzzi3a4gec,http://shopee.com.br/product/1310904173/22693165975,女包,包配件,IVCN202607307411,219597091840,https://detail.1688.com/offer/982092828012.html?spm=a26352.b28411319/2508.0.0,P1,9月寻品,22693165975,21.56,高流量,1
派对、婚礼用手拿包，带亮片，女士亮片钱包 WT188-84 5,84金,21.69,https://cf.shopee.com.br/file/br-11134207-7r98o-m35q59yy8heb97,http://shopee.com.br/product/1264003550/22693263952,女包,手拿包,IVCN2026082130046,199598687251,https://detail.1688.com/offer/763010777322.html?spm=a26352.b28411319.offerlist.6.72cb1e6297xE63,P1,9月寻品,22693263952,21.69,高流量,3
一套 30 个大号、素色、未漂白棉质环保袋（32x38 厘米）,一套 30 个大号、素色、未漂白棉质环保袋（32x38 厘米）,82.35,https://cf.shopee.com.br/file/sg-11134201-7rdy9-mdc628tmj3s658,http://shopee.com.br/product/823016608/22693421805,女包,斜挎包,IVCN2026062324003,169711782638,https://detail.1688.com/offer/831296864427.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P0,9月寻品,22693421805,82.35,高流量,1
女士草编手拿包，适合派对、夏季、婚礼和钱包等场合,裸体,15.5,https://cf.shopee.com.br/file/br-11134207-7r98o-m637i44tg3ut52,http://shopee.com.br/product/1050817681/22693700640,女包,手拿包,IVCN2026082413275,169714608237,https://detail.1688.com/offer/893751196714.html?spm=a26352.b28411319.offerlist.60.1b691e622OsDLD,P1,9月寻品,22693700640,17.05,高流量,1
100个精美卡包套装，立即发货,所以,76,https://cf.shopee.com.br/file/br-11134207-820m7-mm6u6blbn47858,http://shopee.com.br/product/351494861/22697585769,女包,钱包,IVCN2026082130344,149777653366,https://detail.1688.com/offer/943573581051.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i32&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P0,9月寻品,22697585769,76,高流量,1
镀金登山扣，带扣环，35毫米，30个/50个/80个装。可选配件：龙虾钩。,黄金，50块,9.5,https://cf.shopee.com.br/file/sg-11134201-7reny-m28mx8mriiga20,http://shopee.com.br/product/408560238/22698019148,女包,包配件,IVCN2026082130346,149542462555,https://detail.1688.com/offer/781990345554.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P1,9月寻品,22698019148,10.45,高流量,2
